"KPU Tunjukkan Hasil Perolehan Suara Sementara, Prabowo-Gibran Unggul","Jakarta - Komisi Pemilihan Umum (KPU) menunjukkan hasil sementara penghitungan suara dalam Sistem Informasi Rekapitulasi Pemilu (Sirekap). Dalam hasil sementara itu, pasangan Prabowo Subianto dan Gibran Rakabuming Raka unggul.Pantauan detikcom di kantor KPU RI, Menteng, Jakarta Pusat, Rabu (14/2/2024), terlihat sebuah bagan yang terbagi menjadi tiga. Dalam bagan itu, terlihat perolehan suara sementara pasangan Anies Baswedan dan Muhaimin Iskandar, pasangan Prabowo-Gibran, serta pasangan Ganjar Pranowo dan Mahfud Md.Data per pukul 20.03 WIB, pasangan calon nomor urut 2 lebih unggul. Prabowo-Gibran terlihat memperoleh 4.991.078 suara atau 56,71%. Selanjutnya, disusul oleh Anies-Cak Imin dengan perolehan suara 2.081.945 atau 23,88%. Kemudian, pasangan nomor urut 3 dengan perolehan suara sementara 1.727.798 atau 19,63%.Ketua KPU RI Hasyim Asy'ari mengatakan pihaknya mencatat sudah ada 112.082 TPS yang telah mengunggah formulir C hasil pemungutan dan penghitungan ke Sirekap. Hasyim mengatakan jumlah tersebut sudah termasuk dengan TPS di luar negeri.""Sampai dengan hari ini 14 Februari tahun 2024 pada jam 20.03, progres yang sekarang ini adalah sudah 112.082 TPS yang sudah kirim dari 823.236 TPS. Jadi sudah sekitar 13,61 persen ini yang termasuk dengan yang TPS di luar negeri,"" ujar Hasyim.Hasyim mengatakan perolehan suara sementara itu berasal dari pengiriman formulir hasil C plano. Formulir itu, menurut Hasyim, dikirim oleh Kelompok Penyelenggara Pemungutan Suara (KPPS) di setiap TPS.""Di situ juga secara sistem dilakukan verifikasi dan konfirmasi kepada KPU kabupaten/kota tentang kebenaran dokumen yang dikirim dan diunggah di dalam Sirekap,"" jelasnya.""Dan nanti dokumen yang hasil pemotretan itu diunggah sehingga dokumen hasil pemotretan itu diunggah sehingga dokumen hasil pemotretan itu bisa dipelajari, disaksikan oleh publik dan juga yang punya keperluan dan kepentingan tentang itu,"" imbuh dia. (amw/dwia)"
"Hari Ini, Cak Imin Terima Dukungan Deklarasi Keluarga Besar NU","SURABAYA, KOMPAS.com - Calon presiden (capres) nomor urut 1, Anies Baswedan bakal manjalani debat capres di Istora Senayan, Jakarta, Minggu (7/1/2024). Berdasarkan informasi dari Kedeputian Media dan Komunikasi Tim Pemenangan Nasional Anies Baswedan dan Muhaimin Iskandar (Amin), Anies tidak memiliki agenda lain. Eks Gubernur DKI Jakarta itu bakal berangkat ke lokasi debat dari Markas Timnas Amin, di Jalan Diponegoro X, Menteng, Jakarta Pusat. Sementara, calon wakil presiden (cawapres) nomor urut 1, Muhaimin Iskandar tercatat akan menghadiri tiga agenda di Jakarta sebelum menemani Anies untuk debat capres. Pria yang karib siapa Cak Imin itu bakal menghadiri rapat Konsolidasi Rumah Amin dan Penyerahan Mandat Dukungan di Al-Jazeera Restourant & Hall Polonia, Jakarta Timur pukul 11.00 WIB. Ketua Umum Partai Kebangkitan Bangsa (PKB) itu juga dijadwalkan akan menghadiri Deklarasi Keluarga Besar Nahdlatul Ulama (NU) di Hotel Acacia, Jakarta Pusat pada pukul 14.00 WIB. Terakhir, Muhaimin juga akan bertemu anak muda dalam acara “Slepet Imin” di Balai Sarwono, Joglo Kemang, Jakarta Selatan pukul 15.00 WIB. Setelahnya, Wakil Ketua DPR RI itu diagendakan akan langsung menuju ke Markas Timnas Amin. Di sana, Anies dan Cak Imin akan bertolak ke Gelora Bung Karno, Senayan, Jakarta untuk menghadiri debat capres."
CEK FAKTA: Prabowo Sebut Petani di Jateng Sulit Dapat Pupuk,"Calon presiden nomor urut 1 Anies Baswedan menyinggung fenomena orang dalam yang semakin menjadi-jadi di Indonesia. Ia menyebut, di setiap aspek kini butuh orang dalam alias ordal agar seorang bisa diterima bekerja. ""Fenomena Ordal ini menyebalkan, di seluruh Indonesia kita menghadapi fenomena ordal (orang dalam). Mau ikut kesebelasan ada oradalnya, mau jadi guru ordal, mau masuk sekolah ada ordal, mau dapat tiket konser ada ordal, ada ordal dimana-mana yang membuat meritokrasi enggak berjalan, yang membuat etika luntur,"" ucap Anies dalam debat capres di Kantor KPU RI, Jakarta Pusat, Selasa (12/12/2023). Anies mengatakan, fenomena ""orang dalam"" itu tidak hanya di masyarakat tapi juga terjadi di proses yang paling puncak kekuasaan. Karena terjadi pada puncak kekuasaan, wajar rakyat kebanyakan akan menganggap fenomena tersebut lumrah. ""Beberapa waktu lalu, beberapa orang guru berjumpa dengan saya mengatakan ""pak di tempat kami pengangkatan guru-guru didasarkan ordal, kalau tidak ada ordal, enggak bisa jadi guru enggak bisa diangkat"" lalu apa jawabannya ""atasan saya bilang wong yang di Jakarta saja pakai ordal kenapa kita yang di bawah enggak boleh pakai ordal,"" kata Anies. ""Negeri ini rusak apabila tatanan itu tidak hilang,"" tandasnya. Momen Anies Singgung Prabowo dan Cawapres Milenial saat Debat Capres Diketahui, debat perdana Pemilu Presiden 2024 yang digelar Selasa, 12 Desember 2023, adalah debat khusus capres. Tema debat perdana adalah hukum, hak asasi manusia, pemerintahan, pemberantasan Korupsi, dan penguatan demokrasi. Debat perdana capres tersebut akan digelar di gedung KPU RI pada pukul 19.00 WIB."
"PPP Terkejut Gagal ke Senayan, Siapkan Gugatan ke MK","Jakarta - Ketua DPP PPP Achmad Baidowi atau Awiek mengaku terkejut lantaran PPP gagal memenuhi ambang batas untuk melaju ke Senayan. Awiek menyebut hasil rekapitulasi KPU berbeda dengan hasil internal PPP.""Tentu kami terkejut dengan hasil rekapitulasi secara bertentangan karena tidak sesuai berbeda dengan data internal kami,"" kata Awiek di kantor KPU, Menteng, Jakarta Pusat, Rabu (20/3/2024).Meski begitu, Awiek mengatakan pihaknya tetap menghormati proses yang telah berjalan di KPU. Dia menyebut pihaknya akan mengajukan gugatan ke Mahkamah Konstitusi (MK). ""Kami memiliki waktu tiga hari, setelah pengumuman resmi dari KPU untuk mengajukan gugatan Mahkamah Konstitusi,"" ujarnya.""Dalam gugatan di Mahkamah Konstitusi, kami ingin mengembalikans uara PPP yang hilang,"" sambung dia.Menurutnya, dari hasil rekapitulasi internal, PPP dapat mencapai 4,04% atau melampaui ambang batas parlemen sebesar 4%. Namun, kata dia, hasil perolehan suara KPU ternyata berbeda dengan hasil internal.""Yang jelas data-data kami sangat lengkap dan ketika nanti menggugat ke Mahkamah Konstitusi semuanya akan kami lampiran bukti bukti tersebut,"" paparnya.Awiek menuturkan ada selisih 100-150 ribu suara dari hasil internal PPP dan rekapitulasi KPU. Awiek memastikan pihaknya akan memperjuangkan selisih suara tersebut.""Ada selisih sekitar 100 sampai 150 ribu suara. Dan kami ingin itu bisa membuktikan semua, di mana pergeseran-pergeseran suara itu. Tentu kami akan all out di Mahkamah Konstitusi,"" tuturnya.Hasil Rekapitulasi NasionalSebelumnya, rekapitulasi nasional suara pemilihan legislatif (pileg) 2024 telah selesai. Berdasarkan hitungan secara manual ada 8 parpol yang meraih suara di atas 4% sehingga dinyatakan lolos parlemen, PPP dan PSI tidak mencapai 4%.Diketahui, berdasarkan pasal 414 Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu disebutkan bahwa syarat partai politik lolos parlemen adalah memenuhi ambang batas parlemen yakni minimal 4% suara nasional.Pada pemilu 2024 ini, suara sah pileg secara nasional tercatat 151.796.630 yang berasal dari 84 daerah pemilihan (dapil). Dihitung secara manual dari data yang telah diumumkan KPU, terdapat 8 partai politik yang meraih suara lebih dari 4%. Di antaranya, PDIP, Golkar, Gerindra, PAN, PKB, Partai Demokrat, PKS, dan NasDem.PPP yang pemilu 2019 lolos parlemen, kini terancam tak lolos. Raihan suara PPP secara nasional yakni 5.878.777 dari 84 daerah pemilihan atau 3,87%.Lihat juga Video: Suara PPP Alami Penurunan Dibanding 2019, Ini Kata Sandiaga[Gambas:Video 20detik] (jbr/imk)"
Prabowo Janji Bakal Bangun 300 Fakultas Kedokteran jika Terpilih Jadi Presiden,"Calon presiden (capres) nomor urut 2, Prabowo Subianto berjanji akan membangun 300 fakultas kedokteran jika terpilih menjadi Presiden mulai tahun 2024. Hal ini diungkapkan Prabowo dalam debat kelima pemilihan presiden (Pilpres) di Jakarta Convention Center (JCC) Senayan, Jakarta, Minggu (4/2/2024). ""Kita akan menambah fakultas kedokteran di Indonesia dari yang sekarang 92 (fakultas), kita akan membangun 300 fakultas kedokteran,"" kata Prabowo, Minggu. Prabowo menyampaikan, pembangunan fakultas kedokteran itu dilakukan demi mengatasi kekurangan sumber daya dokter di dalam negeri. Dia mengungkapkan, Indonesia masih kekurangan 140.000 dokter. ""Kami akan segera mempercepat mengatasi kekurangan dokter di Indonesia. Kita kekurangan 140.000 dokter dan akan segera kita atasi,"" ujar Prabowo. Menteri Pertahanan (Menhan) ini juga mengungkapkan, rencana ini merupakan bagian dari rencana besar Prabowo-Gibran yang diberi nama strategi transformasi bangsa. Menurut Prabowo, inti dari strategi ini adalah meningkatkan kemakmuran bangsa Indonesia dan memperbaiki kualitas hidup manusia Indonesia. Di bidang kesehatan, selain membangun fakultas kedokteran, Prabowo pun berjanji akan membangun rumah sakit modern di setiap kabupaten/ kota dan Puskesmas modern di setiap desa. ""Kita akan mengirim 10.000 anak-anak pintar dari SMA, kita akan beri beasiswa ke luar negeri untuk belajar kedokteran dan 10.000 lagi untuk belajar sains teknologi,"" kata Prabowo. Diketahui, debat pamungkas Pilpres mengangkat sejumlah tema, yakni, kesejahteraan sosial, kebudayaan, pendidikan, teknologi informasi, kesehatan, ketenagakerjaan, sumber daya manusia, dan inklusi. Debat akan diikuti oleh ketiga calon presiden yaitu Anies Baswedan, Prabowo Subianto, dan Ganjar Pranowo."
"AMIN Tutup Debat dengan Gerakan 'Indonesia Absence No More, Respected Forever'","Jakarta - Capres nomor urut 1, Anies Baswedan, memberikan statement penutup dalam debat capres 2024. Dalam menutup debat, Anies menyebut 'Indonesia absence no more, respected forever' sambil memperagakan gerakan tangan menyilang, lalu dua jari telunjuk ke atas.Pantauan detikcom di lokasi, Minggu (7/1/2024), mulanya Anies memberikan statement penutupnya. Ketika Anies mengatakan 'Indonesia absence no more, respected forever', gerakan Anies juga diikuti oleh cawapresnya Muhaimin Iskandar atau Cak Imin.Anies dan Cak Imin kompak terlihat menyilangkan tangan dan mengacungkan kedua jari telunjuknya ke atas. Para pendukung di belakang Anies-Cak Imin juga terlihat memperagakan hal yang sama. Kemudian moderator pun menutup debat ketiga Pilpres 2024. Anies bersalaman dengan capres nomor urut 3 Ganjar Pranowo.Seperti diketahui, debat ketiga Pilpres 2024 atau debat kedua capres digelar di Istora Senayan, Jakarta Pusat, Minggu (7/1), mulai pukul 19.00 WIB.Tema dalam debat ketiga adalah pertahanan, keamanan, hubungan internasional: globalisasi (subtema), dan geopolitik: politik luar negeri (subtema).Durasi debat selama 150 menit, dengan rincian 120 menit untuk segmen debat dan 30 menit untuk jeda iklan. Debat dilakukan dalam 6 segmen.Lihat juga Video: Prabowo: Jangan karena Ambisi Pribadi Kita Menghasut Rakyat[Gambas:Video 20detik] (amw/fas)"
"Prabowo: Kita Debat Kadang Keras, Tapi Itikadnya Cari Gagasan Terbaik","Jakarta - Capres nomor urut 2 Prabowo Subianto selesai menjalani debat pilpres terakhir. Prabowo mengatakan debat selama ini kadang-kadang keras, namun tujuannya untuk mencari gagasan terbaik.""Intinya setelah kita kampanye berapa bulan, setelah kita debat kadang-kadang dengan keras, kadang-kadang dengan semangat, tapi itikadnya adalah baik, itikadnya mencari pemikiran, gagasan yang terbaik untuk rakyat Indonesia dan bangsa Indonesia dan masa depan Indonesia,"" ujar Prabowo usai debat di JCC, Jakarta, Minggu, (4/2/2024).Prabowo mengatakan bahwa paslon 1 ataupun 3 jika memiliki gagasan terbaik, maka akan didukungnya. Dirinya pun berkesimpulan kesemua paslon berjuang untuk rakyat Indonesia. ""Kami yakin ketiga paslon berjuang untuk rakyat Indonesia tadi saya mengatakan, saya menganggap Pak Anies, Pak Muhaimin, Pak Ganjar, Pak Mahfud adalah sodara-sodara kita sendiri, sama-sama anak Indoensia,"" ucapnya.Lebih lanjut, Prabowo pun mengucapkan terima kasih untuk semua pihak atas terselenggarakannya debat sejauh ini. Termasuk TNI dan Polri yang ikut mengamankan jalannya debat.""Saya ingin mengucapkan terima kasih kepada penyelenggara, KPU, dengan semua perangkatnya,"" ucapnya.Diketahui, KPU selesai menggelar debat kelima atau debat pamungkas yang diikuti capres malam ini. Tema debat kelima ialah Pendidikan, Kesehatan, Ketenagakerjaan, Kebudayaan, Teknologi Informasi, Kesejahteraan Sosial dan Inklusi. (ial/dwia)"
"Mahfud Paling Senang Segmen ke-5 Debat, Yakin Elektabilitas Naik","Jakarta - Cawapres nomor urut 3 Mahfud Md selesai menjalani debat cawapres perdana. Mahfud mengaku optimis elektabilitasnya dengan capres Ganjar Pranowo akan mengalami kenaikan usai debat kedua.""Kalau menaikkan elektabilitas, itu ya sudah optimisme kami, bahkan sudah merupakan keyakinan,"" kata Mahfud usai debat kedua, di Jakarta Convention Center, Senayan, Jakarta, Jumat (22/12/2023).Mahfud meyakini jika elektabilitasnya akan terus naik. Terlebih, kata dia, setiap hari elektabilitas akan selalu mengalami perubahan. ""Elektabilitas ini akan terus bergerak dari yang ada. Karena survei itu setiap hari bisa berubah dan itu tergantung pada perkembangan situasi sampai pada hari terakhir,"" ujarnya.Lebih lanjut, Mahfud mengaku puas dengan debat kedua. Dia mengatakan sangat percaya diri dari segmen satu sampai lima.""Bagi saya sama aja tuh. Mulai dari 1-5 saya PD saja, karena itu satu paket yang disiapkan di kepala saya meskipun tidak secara khusus, kan sambil baca koran, sambil lihat TV, itu sudah dipasang di kepala saya. Jadi saya percaya diri semuanya untuk itu,"" ungkapnya.Namun, Mahfud mengatakan dirinya lebih menyukai ketika segmen terakhir. Sebab, kata dia, dalam sesi itu dirinya menyampaikan hal-hal konkret yang akan dilakukan Ganjar-Mahfud jika menang di Pilpres 2024.""Tapi yang paling saya senang itu adalah segmen terakhir, yang kelima. Karena saya konkret menyampaikan, nih yang akan kita lakukan untuk mencapai 7% pertumbuhan,"" jelasnya.""Itu lebih konkret, ada 21 agenda dan itu adalah janji terbuka, sehingga nanti harus diusahakan untuk dilaksanakan kalau jadi. Dan kalau tidak bisa dilaksanakan itu karena apa. Rakyat harus tahu alasannya, 'Oh ini kesulitannya', dan seterusnya,"" imbuh dia. (amw/rfs)"
"Hadir di JCC Jelang Debat, Cak Imin: Bismillah","Calon Wakil Presiden nomor urut 1, Muhaimin Iskandar dan calon presiden nomor urut 1, Anies Baswedan tiba di lokasi debat cawapres di Jakarta Convention Center (JCC), Senayan, Jakarta pada Jumat (22/12/2023) malam. Keduanya hadir di JCC bersama istri masing-masing sekitar pukul 18.50 WIB dan langsung menyapa para pendukung serta awak media. Setelahnya, Cak Imin memberikan pertanyaan pers yang didampingi oleh Anies Baswedan. ""Bismillah, yang penting kita sosialisasikan usaha kita,"" ujar Cak Imin saat ditanya persiapan untuk debat cawapres sebagaimana dilansir siaran Kompas TV, Jumat. Anies Baswedan yang ada di sampingnya kemudian menjelaskan, bahwa dirinya mendukung Cak Imin sepenuhnya dalam debat kali ini. Anies percaya Cak Imin mampu melewati debat cawapres dengan baik. ""Alhamdulillah Gus Imin adalah aktivis yang terbiasa berbagi gagasan, ide. Insyaallah (debat) lancar semuanya,"" ungkap Anies. Dalam kesempatan itu, Cak Imin dan Anies juga menyapa para ibu di seluruh Indonesia dalam rangka Hari Ibu yang jatuh pada Jumat ini. Cak Imin dan Anies mendoakan agar ibu-ibu di rumah selalu sehat, berumur panjang dan mendapat banyak berkah. Sering Diuji dalam Acara Slepet Imin, Muhaimin Siap Debat Cawapres Cak Imin dan Anies secara khusus meminta doa agar pelaksanaan debat dan Pemilihan Umum (Pemilu) 2024 berlangsung lancar. Untuk diketahui, pelaksanaan debat cawapres malam ini dimulai pukul 19.00 WIB. Debat akan diikuti oleh tiga orang cawapres, yakni cawapres nomor urut 1 Muhaimin Iskandar, cawapres nomor urut 2 Gibran Rakabuming Raka dan cawapres nomor urut 3 Mahfud MD. Dua orang jurnalis akan memimpin jalannya debat pada Jumat mendatang. Keduanya yakni jurnalis dari Transcorp sekaligus Pemimpin Redaksi Detiknews, Alfito Deannova Ginting dan news anchor Kompas TV, Liviana Cherlisa."
Ganjar soal Jawaban Prabowo Terkait Putusan MK: Tinggal Publik Menilai,"Jakarta - Capres nomor urut 3 Ganjar Pranowo menanggapi jawaban capres nomor urut 2 Prabowo Subianto terkait putusan Mahkamah Konstitusi (MK) tentang batas usia capres-cawapres. Ganjar mengatakan publik bisa menilai dari jawaban Prabowo.""Oh ini bukan soal puas atau tidak puas,"" kata Ganjar usai menghadiri debat perdana capres di kantor KPU, Menteng, Jakarta Pusat, Selasa (12/12/2023).""Cara saya untuk mengetahui dan publik mengetahui apa yang ada dalam pikiran dan sikap seseorang,"" sambungnya. Ganjar pun menilai jika jawaban yang diberikan Prabowo sudah cukup menjawab pertanyaannya. Dia menyerahkan penilaian kepada publik.""Oh buat saya cukup (jawabannya), tinggal publik nanti melihat karena yang akan menilai publik,"" ujarnya.Sebelumnya, Ganjar bertanya ke Prabowo soal putusan MK yang berujung proses di Majelis Kehormatan MK (MKMK). Prabowo kemudian bicara soal tegakkan konstitusi.Prabowo awalnya menjelaskan komitmennya dalam menjaga independensi kehakiman. Prabowo mengatakan dirinya akan membuat kebijakan yang membuat lembaga yudikatif bebas dari korupsi.""Terima kasih, Pak. Komitmen Pak Prabowo luar biasa, tapi dalam konteks kekinian saya terpaksa ini, mohon maaf ini, terpaksa sekali harus bertanya apa komentar Pak Prabowo terhadap putusan Mahkamah Konstitusi yang melahirkan MKMK itu?"" tanya Ganjar ke Prabowo di panggung debat capres.Prabowo kemudian menjawab. Dia mengatakan MK memiliki aturan yang jelas.""Saya kira mengenai Mahkamah Konstitusi aturannya sudah jelas, kita juga bukan anak kecil, rakyat kita juga pandai, rakyat kita lihat, rakyat kita tahu, Mas Ganjar, kita tahulah bagaimana prosesnya, yang intervensi siapa, ya kan? Yang intervensi siapa?"" ucap Prabowo. (amw/idn)"
Jubir Anies Dorong Politik Dibiayai Publik demi Kurangi Korupsi Gila-gilaan,"Jakarta - Juru Bicara Anies Baswedan, Sudirman Said, bicara terkait pemberantasan korupsi di Indonesia. Sudirman ingin pendataan partai politik masuk dalam anggaran negara supaya menekan tingkat korupsi di partai-partai.""Pendanaan partai politik, agenda lama, butuh keberanian. Kita semua berhitung, 1% dari APBN saja Rp 3T. Rp 3T lebih dari cukup biaya politik,"" kata Sudirman dalam acara seminar Indonesia Integrity Forum 2023 di Mandarin Hotel, Jakarta Pusat, Rabu (25/10/2023).Ia mengatakan apakah politik tak lebih penting dari lembaga setingkat birokrat atau kepolisian. Menurutnya dengan pendanaan itu akan menciptakan efisiensi daripada partai harus berjalan dengan biayanya masing-masing. ""Apa politik tidak lebih penting dari tentara, birokrat, polisi? Sebenarnya lebih penting karena di hulu. Waktu rekrut tentara, pegawai negeri, polisi, bina mereka, dengan uang negara. Kenapa tidak? Jadi kita ingin dorong politik pakai publik money karena ini accountable, punya strategis dan akan kurangi korupsi gila-gilaan. Itu efisien daripada kita biarkan politik mahal dan partai cari jalan sendiri masing-masing,"" ucapnya.Sudirman mengatakan Anies akan mendorong UU Perampasan Aset sebagai efek jera. Pihaknya akan memulihkan peran KPK di masa mendatang.""Kembalikan fungsi KPK pada masanya sebagai instrumen percepat, tidak hanya penindakan, tapi juga pencegahan,"" kata Sudirman.""Kita punya tujuh lembaga tinggi. Lima dari tujuh pimpinan lembaga masuk penjara dalam 10 tahun ini. Apa yang buat jenderal aktif dagang narkoba bertahun-tahun lamanya? Ini kita renungkan,"" sambungnya.Sudirman yakin Anies mampu memilih tim kabinet tanpa didominasi penuh parpol. Ia menyinggung di awal pemerintahan Presiden Jokowi di mana menteri-menteri kabinet terseleksi secara ketat.""Walau memang betul kabinet iuran parpol tapi kita bisa tentukan kriteria. Waktu minta orang, kita tetapkan kriteria dan baru ditentukan parpol. Karena tidak dipungkiri ini kerja sama parpol, oleh karena itu partai dapat tempat. Tapi kita set the tone ingin bentuk kabinet baik, bersih,"" ucap Sudirman.""Dan menurut saya ini dilakukan Pak Jokowi awal-awal. Inget sebelum masuk kabinet semua nama di-screening KPK. Itu semua bisa dilakukan. Anies, Muhaimin sudah biasa negosiasi yang basisnya science. Kalau beliau bisa beri argumen baik ke pimpinan parpol, dominasi bisa kita hindari,"" imbuhnya.Simak juga 'Anies: KPK Hanya Tangani Kasus-kasus Besar, Kita Perlu Ubah':[Gambas:Video 20detik] (dwr/maa)"
"Soroti Hasil ""Quick Count"", Kubu Ganjar Singgung Capres Sujud Syukur Tapi Kalah","Pelaksana Tugas (Plt) Ketua Umum PPP Muhamad Mardiono menyatakan kubu pasangan calon presiden dan wakil presiden nomor urut 3, Ganjar Pranowo-Mahfud MD tidak menggunakan hasil hitung cepat (quick count) sebagai acuan utama hasil perolehan suara. Sebab, kemenangan pasangan calon ditentukan oleh penghitungan suara manual yang dilakukan oleh Komisi Pemilihan Umum (KPU) yang berlangsung hingga akhir Maret 2024. Adapun saat ini, hasil hitung cepat menunjukkan paslon nomor urut 2, Prabowo-Gibran, unggul dengan perolehan suara bervariasi di atas 50 persen. ""Kita tidak mau menggunakan perang opini atau pembentukan opini di tengah-tengah publik,"" kata Mardiono di Posko Pemenangan kubu paslon 3, Jalan Teuku Umar Nomor 9, Menteng, Jakarta Pusat, Rabu (14/2/2024). Mardiono menyatakan, hasil hitung cepat tidak boleh diklaim sebagai satu keputusan mutlak. Ia lantas menyinggung salah satu calon presiden di Pilpres 2019 yang unggul berdasarkan hasil sementara, namun sudah melakukan sujud syukur menyatakan kemenangan. Ujung-ujungnya, paslon tersebut kalah. ""Kita juga punya pengalaman mulai dari Pemilu 2014 sampai 2019, di mana ada pasangan yang melakukan sujud syukur dan syukuran, menyatakan kemenangannya dan kemudian pada akhirnya itu kalah,"" selorohnya. Oleh karena itu, ia meminta hasil hitung cepat tidak dijadikan acuan utama. Ia tidak ingin hasil perolehan suara sementara itu justru menimbulkan kecemasan rakyat yang tengah menjalankan pesta demokrasi. Mardiono ingin pesta demokrasi dinikmati oleh rakyat secara natural. ""Biarlah rakyat yang berdaulat untuk menjalankan demokrasi ini. Kita semua menghantarkan rakyat, karena rakyat lah yang pegang hak kedaulatan rakyat itu,"" jelas Mardiono. Sebagai informasi mengutip berita Kompas.com tahun 2019, Prabowo Subianto yang saat itu mencalonkan diri sebagai presiden, sempat sujud syukur usai mengklaim memenangi Pilpres 2019. Hal itu dilakukan Prabowo dan sejumlah pendukungnya seusai jumpa pers di Kertanegara, Jakarta Selatan, Rabu (17/4/2019) malam. Awalnya, Prabowo mengklaim bahwa hasil penghitungan sementara yang dilakukan pihak internal dirinya dan Sandiaga Uno ialah 62 persen suara. ""Ini adalah hasil real count di posisi lebih dari 320.000 TPS,"" kata Prabowo disambut sorak sorai para pendukung. Prabowo meyakini persentase tersebut tidak akan berubah banyak hingga akhir penghitungan dan tidak berbeda dengan rekapitulasi resmi KPU. ""Ini kemenangan bagi rakyat Indonesia. Saya akan jadi presiden seluruh rakyat Indonesia. Bagi saudara-saudara yang membela 01, tetap kau akan saya bela. Saya akan dan sudah menjadi presiden seluruh rakyat Indonesia,"" kata Prabowo."
"Prabowo Tanya Solusi Pengangguran, Ganjar Siapkan Sekolah Vokasi","Jakarta - Capres nomor urut 2 Prabowo Subianto bertanya mengenai pengangguran. Capres nomor urut 3, Ganjar Pranowo, berbicara mengenai sekolah vokasi.Mulanya, dalam sesi tanya jawab antarcapres, Prabowo bertanya kepada Ganjar. Prabowo bertanya solusi dari Ganjar untuk mengatasi pengangguran.""Bagaimana pemikiran bapak untuk mengatasi pengangguran yang masih banyak terutama lulusan sekolah dan sarjana yang belum tertampung, mungkin dari pengalaman bapak bisa memberikan pencerahan kepada kami,"" ujar Prabowo di Gedung KPU, Menteng, Jakpus, Selasa (12/12/2023). Ganjar kemudian menjawab. Pertama, Ganjar menilai Indonesia perlu membuka ruang besar untuk investasi.""Yang pertama adalah membuka ruang investasi yang cukup besar dengan cara memastikan penegakan hukum yang bisa berjalan dengan baik, kepastian hukumnya berjalan dengan baik, transparan, akuntabel, mudah, murah, dan cepat dalam sebuah layanan,"" kata Ganjar.Tanpa itu semua, investor akan minggat. Selanjutnya, SDM harus segera disiapkan. Sekolah vokasi, kata Ganjar, jadi jawabannya.""Yang kedua ketika mereka (investor) datang, sudah masuk berinvestasi katakan pusat-pusat pertumbuhan sudah diberikan kepada mereka oleh pemerintah dengan fasilitasi kawasan industri umpama, intensif pajak umpama,"" terang Ganjar.""Ketika itu sudah berjalan pak, yang mesti disiapkan adalah SDM, ketangguhan SDM untuk menjemput itulah yang kita siapkan. Apa itu? Sekolah vokasi, nggak ada yang lain. Dan kemudian SDM itu lah yang bisa kita pastikan bahwa mereka sampai dengan 12 tahun mesti sekolah dan gratis inilah yang bisa kita dorong untuk kemudian mereka bisa naik,"" lanjutnya. (isa/dhn)"
Fadli Zon: Pemilu 2024 Jauh Lebih Baik Dibanding Pemilu 2019,"Anggota Dewan Penasihat Tim Kampanye Nasional (TKN) Prabowo-Gibran, Fadli Zon menyebut proses pemilihan umum (Pemilu) 2024 berlangsung lebih baik dibanding Pemilu sebelumnya. ""Pemilu 2024 jauh lebih baik daripada Pemilu 2019, jauh lebih baik,"" ungkap Fadli dalam Obrolan Newsroom Kompas.com, Rabu (14/2/2024). Fadli menyampaikan, ada beberapa kejadian yang dianggap merugikan pihaknya pada Pemilu 2019. Namun, ia menyebut tidak menemukan kejadian yang terjadi pada Pemilu 2019 dalam Pemilu kali ini. ""2019 itu segala macem, ada yang namanya persekusi, penangkapan-penangkapan. Nah, sekarang ini relatif tidak ada ya, tidak ada penangkapan,"" jelasnya. Lebih lanjut, Fadli berharap tidak ada petugas Kelompok Penyelenggara Pemungutan Suara (KPPS) yang gugur lebih banyak seperti Pemilu 2019. Dan mudah-mudahan tidak ada petugas KPPS yang meninggal (lebih banyak), mudah-mudahan. Waktu itu kan ratusan yang meninggal ya, mudah-mudahan enggak ada lah,"" tuturnya. Sebagai informasi, pasangan Prabowo Subianto-Gibran Rakabuming Raka sementara unggul 58,86 persen hitung cepat (quick count) versi Litbang Kompas, Rabu (14/2/2024). Data itu didapat dari hitung cepat Litbang Kompas pada pukul 20.45 WIB. Sementara itu, pasangan nomor urut 1 Anies Baswedan-Muhaimin Iskandar mendapat 25,02 persen suara. Kemudian pasangan nomor urut 3 Ganjar Pranowo-Mahfud MD mendapatkan 16,12 persen suara. Perolehan suara tersebut diperoleh dari data penghitungan yang masuk 85,20 persen, yang didapat dari total 2.000 TPS sampel. Quick count Litbang Kompas dalam Pemilu 2024 menggunakan metodologi stratified random sampling dan memiliki margin of error sebesar 1 persen. Quick count ini dibiayai secara mandiri oleh Harian Kompas. Hasil quick count ini bukanlah hasil resmi. Komisi Pemilihan Umum (KPU) akan melakukan rekapitulasi suara secara berjenjang dari Kamis (15/2/ 2024) hingga Rabu (20/3/2024). Penetapan hasil Pemilu dilakukan paling lambat 3 hari setelah memperoleh surat pemberitahuan atau putusan dari Mahkamah Konstitusi (MK)."
