Title,Text
Presiden Volodymyr Zelenskyy Naturalisasi Menjadi Warga Negara AS,"Hasil periksa fakta Evarizma Zahra.Konten yang dimanipulasi. Presiden Zelenskyy tidak pernah melakukan naturalisasi untuk menjadi warga negara AS.KATEGORI: KONTEN YANG DIMANIPULASI warga negara AS? Apakah pemerintahan Biden sedang membuat rencana untuk merelokasi keluarga Zelenskyy ke AS? Pantai Vero, Florida? Intel-Drop: 30 November 2023 Operasi AS yang belum pernah terjadi sebelumnya untuk melindungi Zelenskyy menimbulkan keheranan”.Penjelasan:Akun Twitter bercentang biru @joiedevivre789 (Marinochka) mengunggah foto yang menunjukkan dokumen naturalisasi Presiden Volodymyr Zelenskyy untuk menjadi warga negara AS. Marinochka juga menambahkan bahwa naturalisasi Presiden Ukraina dilakukan dengan operasi rahasia AS yang belum pernah terjadi sebelumnya. Cuitan dan foto yang diunggah pada 2 Desember 2023 tersebut telah disukai 553 orang, dikutip dan dibagikan ulang lebih dari 200 kali, serta telah dilihat lebih dari 32,000 kali.Berdasarkan hasil penelusuran, foto itu adalah hasil edit. Melansir dari situs Boundless yang memberikan contoh foto dan menjelaskan sertifikat naturalisasi AS, pada bagian INS Registration No (nomor registrasi), terlihat bahwa ada spasi di setiap tiga angka. Pada gambar referensi terlihat nomor registrasi A12 345 678, sementara di foto sertifikat Zelenskyy semua angka berjejer tanpa spasi.Selain itu, pada sertifikat Zelenskyy tertulis bahwa beliau tinggal di Vero Beach, Florida. Kode pos untuk daerah itu adalah 32960. Setelah memasukkan kode pos tersebut di laman resmi badan Kewarganegaraan dan Imigrasi AS, tertera bahwa fasilitas yang tersedia di area tersebut adalah di West Palm Beach, bukan Tampa seperti yang tertulis di sertifikat Zelenskyy.Dengan demikian, informasi yang disebarluaskan oleh @joiedevivre789 (Marinochka) merupakan konten yang dimanipulasi.Referensi:"
Ribuan Kader Demokrat Serentak Mendukung Ganjar Capres 2024,"Hasil periksa fakta Pandan Wangi Sukma Listyono PutriUnggahan video sebuah akun youtube dengan klaim ribuan kader Demokrat mendukung Ganjar sebagai calon presiden tahun 2024 adalah hal yang tidak benar. Unggahan tersebut tidak sesuai baik dari cover dan judul dengan isinya. (Youtube)GIBRAN PANAS DINGIN !! RIBUAN KADER DEMOKRAT SERENTAK PINDAH HALUAN USUNG GANJAR CAPRES 2024Pada 11 Januari 2024 sebuah channel youtube dengan nama AKTUAL ( mengunggah sebuah video dengan klaim mengenai ribuan kader Partai Demokrat yang serentak pindah haluan dari yang awalnya mendukung paslon nomor 02 Prabowo-Gibran beralih mendukung paslon nomor 03 Ganjar-Mahfud.Setelah ditelusuri lebih lanjut, apa yang disampaikan di dalam video tersebut tidaklah sesuai dengan klaim yang disampaikan pada judul dan thumbnail. Hal tersebut dikarenakan narator video tersebut justru menyampaikan perihal hasil survey yang dilakukan oleh lembaga survey Saiful Mujani Research and Consulting (SMRC) seperti yang diunggah pada laman portal berita online kompas.com pada 13 Mei 2023 lalu.Narasi tersebut tentunya tidak selaras dengan klaim yang disampaikan pada judul dan thumbnail yang membahas mengenai ribuan kader Partai Demokrat yang berpindah haluan mendukung Ganjar-Mahfud hingga membuat Gibran khawatir.Tak hanya itu, potongan video yang digunakan dalam konten tersebut juga tidak mendukung klaim yang disampaikan. Hal tersebut dikarenakan pengunggah menggunakan potongan video-video para calon presiden dan wakil presiden yang tidak ada kaitannya dengan narasi ataupun klaim. Contohnya saja seperti pada menit ke 1:00 yang merupakan potongan video pidato perpisahan Ganjar Pranowo sebagai Gubernur Jawa Tengah yang diunggah oleh akun youtube KOMPASTV pada 5 September 2023 lalu. Selain itu, pengunggah juga menggunakan video yang diunggah oleh akun youtube METRO TV yang diunggah pada 14 Januari 2024 yang berisikan mengenai Mahfud MD yang menanggapi curhatan korban dari kriminalisasi UU ITE yang dapat dilihat pada menit ke 2:35Oleh sebab itu, video dengan dengan klaim ribuan kader Demokrat mendukung Ganjar sebagai calon presiden tahun 2024 adalah konten yang tidak benar"
“Gibran Sungkem Habib Luthfi Amplopnya Jatuh”,"Hasil periksa fakta Noy Husain (Relawan mafindo). Sosok yang tampak sungkem kepada Habib Luthfi Yahya dalam video BUKAN Gibran Rakabuming Raka.“Gibran Sungkem Habib Luthfi Amplopnya Jatuh”“Momen saat Gibran Rakabuming Raka Sungkem Habib Luthfi, eh, amplopnya jatuh. Pertanda apakah ini?”“Mas wali lek ngasih sedekah jngn pke amlop gitu, kelihatan bnget pelitmu.”“Pertanda apa dan isinya berapa, ya? Video momen saat Gibran Rakabuming Raka sungkem kepada Habib Luthfi bin Yahya.#gibranrakabumingraka #habibluthfiyahya #pekalongan #calonwakilpresiden”SUMBER: Twitter (X), TikTokTautan: video beredar di media sosial dengan judul dan subjudul:“Gibran Sungkem Habib Luthfi Amplopnya Jatuh.” “Momen saat Gibran Rakabuming Raka Sungkem Habib Luthfi, eh, amplopnya jatuh. Pertanda apakah ini?”Video yang menunjukkan seorang pemuda berbaju putih dan berpeci hitam tengah menyalami dan mencium tangan Habib Luthfi bin Yahya itu pertama kali saya temukan di Twitter (X), disebarkan oleh akun @gantineramane dengan keterangan:“Mas wali lek ngasih sedekah jngn pke amlop gitu, kelihatan bnget pelitmu.”Dari word bubble yang tampak pada video yang merupakan ciri khas video TikTok, saya langsung melakukan pencarian sumber video di media TikTok, dan menemukan bahwa video tersebut diperoleh dari akun @gajadompak (BEGU GANJANG). Diunggah pada tanggal 3 November 2023, konten video tersebut sudah ditonton sebanyak 173.9 kali dan disukai oleh 2594 akun.Bukan hanya oleh akun @gajadompak, ada puluhan akun yang sudah menyebarkan video serupa. Di antaranya yang paling banyak ditonton adalah yang disebarkan oleh akun @gazahariini (Polling Calon Presiden 2024), yang ternyata merupakan pengunggah pertama konten video tersebut. Video diunggah dengan keterangan: “Pertanda apa dan isinya berapa, ya? Video momen saat Gibran Rakabuming Raka sungkem kepada Habib Luthfi bin Yahya. #gibranrakabumingraka #habibluthfiyahya #pekalongan #calonwakilpresiden”Ketika tangkapan layar saya buat, video yang diunggah pada tanggal 27 Oktober 2023 itu, sudah ditonton sebanyak 3,2 juta kali dan disukai oleh 17,8 ribu akun.Pencarian berlanjut pada sosok pemuda dalam video yang jika diperhatikan dengan seksama sebenarnya tidak mirip Gibran Rakabuming Raka, dan saya akhirnya menemukan video asli yang diunggah pada tanggal 19 Oktober 2023 oleh akun @arifpez (arifmaulana) dengan keterangan: “Qobitu ijazah Abah Habib Muhammad Luthfi Bin Yahya. Bismillah 2024” (tautan:  akun adalah sosok pemuda yang tampak melakukan sungkem pada Habib Luthfi. Melalui konten videonya pada tanggal 29 Oktober 2023, ia mengungkapkan: “Urip lagi kesel-kesele malah dikiro anak Pak Jokowi” “Buzzer nek fitnah gak kiro-kiro :man-facepalming::skin-tone-2:” (tautan:  demikian judul video “Gibran Sungkem Habib Luthfi Amplopnya Jatuh” adalah keliru dan menyesatkan.Adapun pemberian amplop pada Habib Luthfi seperti yang tampak dalam video merupakan tradisi lama muslim nusantara, tidak ada hubungannya dengan Pemilu.Selengkapnya lihat bagian REFERENSI.REFERENSI:"
Video Ganjar akui kemenangan Prabowo,"Sebuah unggahan video di TikToK menampilkan video pasangan calon nomor urut dua dan tiga, Prabowo Subianto dan Ganjar Pranowo bersalaman. Video tersebut dinarasikan sebagai Ganjar Pranowo mengakui kemenangan Prabowo dalam Pilpres 2024. Berikut narasi dalam unggahan tersebut: “INI PERTEMUAN PRABOWO DENGAN GANJAR , AKUI KEMENANGAN 02 #2024prabowopresiden #sahabatpakzen #prabowopresiden2024 #prabowopresiden20242029” Namun, benarkah video tersebut merupakan Ganjar akui kemenangan Prabowo? Unggahan video hoaks yang menarasikan Ganjar akui kemenangan Prabowo di Pilpres 2024. Faktanya, video tersebut merupakan pertemuan Ganjar dengan Prabowo diacara diskusi pendidikan 2023. (TikTok) Berdasarkan penelusuran, video tersebut serupa dengan unggahan YouTube TvOne yang berjudul “Bertemu di Festival Belajaraya 2023, Prabowo dan Ganjar Kompak Pakai Kemeja Kotak-kotak | tvOne”. Video tersebut diunggah pada 30 Juli 2023, bukan setelah Pilpres 2024. Ganjar dan Prabowo bertemu diacara diskusi Pendidikan, keduanya terlihat saling rangkul dan mengenakan baju kotak-kotak. Hingga saat ini, hasil real count perhitungan suara KPU belum diumumkan. Dalam unggahan KPU, Rabu (6/3/24), pukul 07.00 WIB, update hasil real count Pilpres 2024, mencapai 78.10 persen. Penghitungan sudah dilakukan terhadap 642.976 TPS dari 823.236 TPS. Hasil real count Pilpres 2024 paslon capres-cawapres nomor 01, Anies Baswedan-Muhaimin Iskandar dengan perolehan suara 31.376.418 atau 24.49 persen, Prabowo Subianto-Gibran Rakabuming Raka masih memimpin dengan perolehan 75.361.187 suara atau 58.82 persen dan Ganjar Pranowo-Mahhfud MD dengan perolehan suara 21.374.457 dengan presentase 16.68 persen. Video Ganjar akui kemenangan Prabowo Hoaks"
Prabowo dilarikan ke RSPAD,"Periksa Fakta Vania.Faktanya, Prabowo sedang dalam kondisi yang sehat dan melanjutkan kampanye ke Malang, serta tidak ada nama Prabowo Subianto di daftar pasien RSPAD.            Narasi   Pasukan tawon lg sibuk nutupin fakta kalau capresnya mendadak dilarikan ke RSPAD semalam. Pengen spill soal kondisi kesehatan terbarunya gmn tapi takut rumah didatengin kang bakso hihi   Penjelasan: Akun X dengan username @sianakboba pada tanggal 1 Februari 2024 mengunggah cuitan mengenai Prabowo yang di larikan ke RSPAD. Cuitan tersebut berbunyi : “Pasukan tawon lg sibuk nutupin fakta kalau capresnya mendadak dilarikan ke RSPAD semalam. Pengen spill soal kondisi kesehatan terbarunya gmn tapi takut rumah didatengin kang bakso hihi” Mengenai konten yang beredar bahwa Prabowo dilarikan ke rumah sakit telah diklarifikasi oleh wakil Ketua TKN, Afriansyah Noor menyatakan kabar itu tidak benar, dan mengatakan Prabowo dalam keadaan yang sehat. Diketahui juga bahwa pada tanggal 1 Februari 2024 Prabowo terlihat melanjutkan kegiatan kampanye di Malang bersama partai demokrat dan terlihat joget bersama dengan Denny Caknan. RSPAD pun juga turut menginformasikan bahwa tidak adanya nama Prabowo Subianto di dalam daftar pasien saat ini. Dengan begitu konten ini termasuk konten yang menyesatkan.      Referensi:"
Prabowo dilarikan ke rumah sakit usai deklarasi di Senayan,"Periksa Fakta Vania.Faktanya, konten tersebut merupakan konten palsu. Pada tanggal 15 Februari Prabowo terlihat sedang mengunjungi makam ayah dan ibunya.         Narasi  Semoga cepat sembuh pak presiden ku yang baru  bapak Belum di kasih tugas, masih terlalu pagi untuk tepar. Setidaknya tunggu beberapa bulan lagi.  Penjelasan:  Akun X (yang dulunya Twitter) @_mastito pada tanggal 15 Februari 2024 mengunggah foto yang diduga merupakan Prabowo yang dirawat di rumah sakit dengan infus di tangannya.Setelah dilakukan penelusuran, pada tanggal 15 Februari 2024, terlihat Prabowo mengunjungi makam ayahnya, Sumitro Djojohadikusumo dan ibunya, Dora Marie Djojohadikusumo. Prabowo ditemani oleh anaknya, Didiet tiba di lokasi TPU Karet Bivak pada pukul 12.50 WIB. Ketua Badan Komunikasi atau Direktur Media Kampanye, Angga Raka juga memastikan laki-laki yang viral sedang dirawat itu bukanlah bapak Prabowo Subianto.    Referensi:"
Pesan WhatsApp Pemberitahuan Pemilu 2024 Tidak Menggunakan Undangan Fisik,"Hasil periksa fakta Dyah FebriyaniInformasi kurang tepat. Dilansir dari Instagram resmi Komisi Pemilihan Umum Republik Indonesia (KPU RI), mengatakan jika Pemilu 2024 masih menggunakan form model C pemberitahuan/ undangan fisik. Pemilu 2024 sudah tidak menggunakan undangan fisik, melainkan perindividu dapat mengeceknya di : pengecekan:1. Buka  Masukan NIK3. Klik “Pencarian”4. Setelah klik “Pencarian”, akan muncul nama Bapak/Ibu beserta nomor TPS tempat Bapak/ Ibu menyoblos”Beredar informasi di WhatsApp Grup yang menginformasikan jika Pemilu 2024 tidak lagi menggunakan undangan fisik. Pada pesan tersebut dijelaskan bahwa Komisi Pemilihan Umum Republik Indonesia (KPU RI) tidak membagikan undangan fisik lagi, namun diganti dengan mengecek secara mandiri di laman  Informasi tersebut tidak benar. Dilansir dari Instagram resmi Komisi Pemilihan Umum Republik Indonesia (KPU RI), mengatakan jika Pemilu 2024 masih menggunakan form model C pemberitahuan/ undangan fisik.Dikutip dari cnnindonesia.com, surat pemberitahuan pemilih tetap akan dikirim secara fisik kepada setiap warga yang terdaftar di Daftar Pemilih Tetap (DPT) Pemilu 2024. Anggota KPU Idham Holik menyampaikan surat pemberitahuan itu akan dikirim Kelompok Penyelenggara Pemungutan Suara (KPPS) paling lambat tiga hari sebelum haru pencoblosan pada 14 Februari 2024.Sedangkan laman cekdptonline.kpu.go.id, digunakan untuk mengecek status kepesertaannya dalam Daftar Pemilih Tetap (DPT) dan memastikan bahwa mereka terdaftar sebagai pemilih."
Presiden Korea Selatan jadi Pemimpin Asing Pertama yang Menaiki Kereta Kerajaan Inggris,"Hasil periksa fakta Moch. MarcellodiansyahFaktanya menaiki kereta kerajaan sudah menjadi upacara protokol untuk menyambut pemimpin dari negara-negara lain yang berkunjung ke Kerajaan Inggris. Raja Charles III sebelumnya pernah mengantar presiden Afrika Selatan ke Istana Buckingham, pada 2012 Ratu Elizabeth II juga melakukan hal yang sama saat Susilo Bambang Yudhoyono berkunjung ke Inggris.  “Presiden Yoon adalah pemimpin asing pertama yang naik kereta bersama Raja Inggris… Langkah yang belum pernah terjadi sebelumnya ini berarti bahwa Korea dianggap sebagai sekutu sedarah.” Penjelasan:Beredar sebuah informasi di Facebook yang menyebut Presiden Korea Selatan, Yoon Suk-yeol menjadi pemimpin asing pertama yang menaiki kereta Kerajaan Inggris bersama King Charles III pada November 2023.Namun setelah ditelusuri faktanya beberapa pemimpin negara yang sebelumnya mengunjungi Inggris menaiki kereta yang sama ketika berkunjung ke Istana Buckingham, penyambutan tersebut sudah menjadi upacara protokol ketika pemimpin dari negara-negara lain yang berkunjung ke Kerajaan Inggris.Sebelumnya pada November 2022 Raja Charles III juga menyambut Presiden Afrika Selatan dengan kereta yang sama. Selain itu, Presiden Indonesia Ketujuh, Susilo Bambang Yudhoyono juga menaiki kereta yang sama bersama Ratu Elizabeth II saat berkunjung ke Istana Buckingham pada November 2012. Sehingga Yoon Suk-yeol bukan pemimpin asing pertama yang menaiki kereta Kerajaan Inggris tersebut.Dengan demikian, Presiden Korea Selatan jadi pemimpin asing pertama yang menaiki kereta Kerajaan Inggris adalah tidak benar dengan kategori Konten yang Menyesatkan. Referensi:"
Foto Presiden Jokowi panggil sejumlah ketum parpol ke Istana usai pemilu,"Sebuah unggahan video di TikTok menampilkan foto Jokowi bersama sejumlah ketua umum partai politik seperti Megawati, Surya Paloh, Airlangga Hartanto, Muhaimin Iskandar, dan Prabowo Subianto. Unggahan yang telah ditayangkan sebanyak 2,5 juta kali dengan 25.000 disukai dan 800 komentar tersebut dinarasikan sebagai Jokowi memanggil para ketum partai untuk mengunjungi istana seusai Pemilu 2024 pada 14 Februari 2024. Berikut narasi dalam unggahan tersebut: “Presiden Jokowi Widodo panggil ketum Parpol ke istana Ada yg gak di ajak” Namun, benarkah foto Presiden Jokowi panggil sejumlah ketum parpol ke Istana usai pemilu 2024? Unggahan foto lama yang diunggah kembali dan diberi narasi Presiden Jokowi memanggil ketum parpol usai Pemilu. (TikTok) Berdasarkan penelusuran, foto tersebut serupa dengan video YouTube detik yang berjudul “Saat Makan Siang Jokowi-7 Ketum Parpol Jadi Sorotan”. Video tersebut diunggah pada 16 Juni 2022. Keterangan dalam video tersebut, Presiden Joko Widodo (Jokowi) menjamu tujuh ketua umum partai politik sebelum pelantikan menteri dan wakil menteri di Istana Kepresidenan, Jakarta (15/6). Kala itu pertama kalinya Jokowi menggunakan Presidential Lounge untuk jamuan makan siang. Tujuh ketum parpol tersebut antara lain Ketum PDIP Megawati Soekarnoputri, Ketum PKB Muhaimin Iskandar, Ketum PPP Suharso Monoarfa, Ketum PAN Zulkifli Hasan, Ketum Gerindra Prabowo Subianto, dan Ketum NasDem Surya Paloh. Saat itu, Jokowi melakukan jamuan makan siang sebelum melantik sejumlah menteri baru. Berikut daftar menteri dan wakil menteri yang dilantik Jokowi pada waktu itu: 1. Menteri Perdagangan Zulkifli Hasan (Ketum PAN) 2. Menteri ATR/BPN Hadi Tjahyanto (Mantan Panglima TNI) 3. Wamen ATR Raja Juli Antoni (Dewan Pembina PSI) 4. Wamendagri John Wempi Watipo (Wamen PUPR) 5. Wamenaker Afriansyah Noor (Sekjen PBB) Foto Presiden Jokowi panggil ketum parpol ke Istana usai pemilu Disinformasi"
Bawaslu Resmi Melarang Tim Prabowo Hadiri Debat Selanjutnya,"Beredar unggahan video di platform YouTube yang mengeklaim bahwa tim pemenangan pasangan calon presiden (capres) dan calon wakil presiden (cawapres) Prabowo Subianto dan Gibran Rakabuming Raka dilarang untuk menghadiri debat capres selanjutnya. Video tersebut diunggah dengan narasi ""BREAKING NEWS BAWASLU RESMI LARANG TIM PRABOWO HADIRI DEBAT SELANJUTNYA”.Faktanya, klaim dalam video tersebut tidaklah benar. Dilansir dari turnbackhoax.id, video tersebut tidak sesuai antara narasi dengan isinya. Narator dalam video tersebut hanya membacakan ulang artikel dari manado.tribunnews.com berjudul ""Anies Dilaporkan ke Bawaslu Imbas Hina Prabowo saat Debat Pilpres 2024"" yang terbit pada 9 Januari 2024. Dalam video tersebut juga tidak ditemukan informasi yang menyatakan bahwa tim pemenangan Prabowo-Gibran dilarang hadir dalam debat capres selanjutnya."
“GIBRAN RESMI MUNDUR DARI PDI-P”,"Hasil periksa fakta Yudho ArdiFaktanya, pada Selasa 17 Oktober melalui atikel news.republika.co.id. Wali Kota Surakarta Gibran Rakabuming Raka menegaskan, bahwa dirinya masih menjadi kader PDIP. YOUTUBE GIBRAN MUNDUR DARI PDIP & BERGABUNG DENGAN PRABOWOChannel youtube bernama “PILIHAN RAKYAT” pada 14 OKtober membagikan video dengan narasi Gibran resmi mundur dar PDI-P.Thumbnail video merupakan hasil rekayasa, foto asli merupakan momen saat Presiden Jokowi dan Ma’ruf Amin membubuhkan tanda tangan disaksikan para pemimpin MPR saat upacara pelantikan presiden periode 2019-2024 di Gedung NUsantara Senayan.Narator dalam video tersebut hanya membacakan artikel dari suara.com “PDIP Disebut Bakal Pecat Gibran jika Resmi Cawapres Prabowo, Jadi Puncak Pengkhianatan Jokowi ke Megawati”.Melalui news.republika.co.id Wali Kota Surakarta Gibran Rakabuming Raka menegaskan, bahwa dirinya masih menjadi kader PDIP.Dengan demikian, klaim narasi yang dibagikan dalam video unggahan channel youtube “PILIHAN RAKYAT” adalah salah dan masuk kategori konten yang menyesatkan."
KPU Membenarkan Gibran Beli Ijazah Palsu di Australia Senilai 500M,"Hasil periksa fakta Moch. MarcellodiansyahFaktanya tidak ada sumber valid yang membenarkan klaim tersebut. Diketahui Gibran lulus dari Management Development Institute of Singapore (MDIS) pada 2007 dengan gelar B.Sc. (Hons), dan melanjutkan studi ke program insearch di University of Technology Sydney (UTS Insearch) hingga lulus pada 2010.  “JKW TERKEJUT! KPU MEMBENARKAN GIBRAN MEMBELI IJAZAH PALSU DI AUSTRALIA SENILAI 500 M DGN UANG NEGARA”“BREAKING NEWS. JKW TERKEJUT! KPU MEMBENARKAN GIBRAN MEMBELI IJAZAH PALSU DI AUSTRALIA SENILAI 500M DENGAN UANG NEGARA.” Penjelasan:Sebuah video YouTube dengan judul dan narasi pada thumbnail yang mengklaim bahwa KPU membenarkan Cawapres nomor urut 2, Gibran Rakabuming Raka, membeli ijazah palsu di Australia senilai 500M dengan uang negara.Setelah ditelusuri klaim tersebut sangat tidak mendasar, tidak ada bukti dari sumber berita valid yang membenarkan klaim tersebut. Dilansir dari CNBC Indonesia, setelah menyelesaikan sekolah, Gibran melanjutkan pendidikan tinggi di Management Development Institute of Singapore (MDIS) hingga lulus pada 2007. Menambahkan dari Wikipedia, Gibran meraih gelar B.Sc. (Hons) setelah menyelesaikan studi di MDIS.Kemudian Gibran melanjutkan studinya di University of Technology Sydney, Australia dengan program Insearch hingga lulus pada 2010. Melalui Republika.com, Idham Holik Komisioner KPU RI menjelaskan bahwa KPU telah memverifikasi semua dokumen persyaratan pencalonan presiden dan wakil presiden, termasuk ijazah milik Gibran. Sehingga tidak benar jika KPU menyatakan ijazah Gibran palsu.Dengan demikian, KPU membenarkan Gibran beli ijazah palsu di Australia senilai 500M adalah tidak benar dengan kategori Konten yang Menyesatkan. Referensi: Jokowi Panggil Kemendikbud Buntut Tudingan Ijazah Palsu Gibran"
"Pemberitahuan Pemilu 2024 tidak menggunakan undangan fisik, benarkah?","Sebuah imbauan beredar di media sosial Facebook menarasikan bahwa untuk Pemilu 2024, sudah tidak menggunakan undangan fisik namun diganti dengan pengecekan mandiri di laman DPT online KPU. Berikut narasi dalam unggahan tersebut: “Utk yg gaptek ini jadi masalah sebagian besar penduduk Setelah klik ""Pencarian"", akan muncul nama Bapak/Ibu beserta nomor TPS tempat Bapak/Ibu menyoblosat mengeceknya di : https://cekdptonline.kpu.go.id/ Cara pengecekan : 1. Buka https://cekdptonline.kpu.go.id/ 2. Masukan NIK 3. Klik ""Pencarian"" 4. Setelah klik ""Pencarian"", akan muncul nama Bapak/Ibu beserta nomor TPS tempat Bapak/Ibu menyoblos” Namun, benarkah Pemilu 2024 tidak menggunakan undangan fisik? Unggahan yang menarasikan Pemilu 2024 tidak menggunakan undangan fisik. Faktanya, Pemilu 2024 masih menggunakan form model C pemberitahuan atau undangan fisik. (Facebook) Penjelasan: Berdasarkan laman Kominfo Bengkalis, berkas pertama yang harus dibawa adalah surat pemberitahuan atau formulir model C6. Surat pemberitahuan pemungutan suara kepada pemilih Model C akan diterima oleh pemilih paling lambat tiga hari sebelum pemungutan suara, 11 Februari 2024. Apabila pemilih belum menerima surat pemberitahuan hingga satu hari sebelum pemungutan suara, pemilih bisa menghubungi atau mendatangi ketua KPPS setempat. Dalam Instagram resmi KPU juga menginformasikan bagi DPT dan DPTb wajib membawa form model C pemberitahuan ataupun model A. Sedangkan laman DPT online digunakan untuk mengecek status kepesertaannya dalam Daftar Pemilih Tetap (DPT) dan memastikan bahwa mereka terdaftar sebagai pemilih."
Alasan Para Artis dan Pengusaha Tidak Mendukung Anies sebagai Capres,"Hasil periksa fakta ‘Ainayya Al Fatikhah.Unggahan video yang mengklaim bahwa terdapat beberapa alasan tidak didukungnya Anies oleh para artis dan pengusaha dalam Pemilu 2024 merupakan konten yang menyesatkan. Faktanya, judul tersebut berbeda dengan isi video. (TikTok) “Ini Alasan Artis Indonesia Tidak Mau Mendukung ANIES BASWEDAN @.Anies Rasyid Baswedan #aniesuntukindonesia #indonesia #gusimin #indonesia #capres2024 #RelawanAnisBaswedan #aniesrasyidbaswedan #capres #cawapres #anies #aniespresiden2024″Akun TikTok zona_perubahan (@zona_perubahan) mengunggah video dengan klaim bahwa terdapat beberapa alasan yang menyebabkan para artis dan pengusaha di Indonesia tidak memberikan dukungannya kepada Capres nomor urut 1, Anies Rasyid Baswedan, dalam Pemilu 2024.Setelah menonton keseluruhan video, faktanya tidak ditemukan informasi mengenai alasan tidak didukungnya Anies oleh para artis dan pengusaha seperti yang tertulis pada judul unggahan.Pada kenyataannya, video tersebut berisi cuplikan acara Desak Anies yang diselenggarakan pada 22 Desember 2023 di Hotel Aryaduta, Menteng, Jakarta Pusat. Dalam kesempatan itu, seorang relawan asal Sumedang menumpahkan keresahannya karena kerap diteror oleh orang yang tak dikenal setelah ia memberikan dukungan kepada Anies.Total Politik (YouTube)Dengan demikian, informasi yang disebarluaskan oleh akun TikTok @zona_perubahan merupakan informasi yang salah."
Megawati panik delapan partai menangkan Anies pada 2024,"Jakarta (ANTARA/JACX) - Beredar di media sosial yang menyebutkan sebanyak delapan partai berkoalisi mengusung bakal calon presiden Anies Baswedan pada Pemilu 2024. Kondisi itu disebut membuat panik Ketua Umum PDIP Megawati Soekarnoputri. Delapan partai politik itu, sebagaimana termuat dalam video di YouTube, meliputi Partai Persatuan Pembangunan (PPP), NasDem, Golkar, Partai Kebangkitan Bangsa (PKB), Gerindra, Partai Keadilan Sejahtera (PKS), Partai Demokrat dan Partai Amanat Nasional (PAN). ""MEGAWATI PANIK !! 8 PARTAI RESMIKAN MENANGKAN ANIES 2024....,"" demikian narasi yang dilekatkan di unggahan YouTube tersebut. Konten pengguna YouTube dengan 23.000 pengikut itu juga dilengkapi gambar yang memperlihatkan pertemuan delapan pejabat partai. Para petinggi partai, yang diklaim mengukuhkan dukungan kepada Anies Baswedan itu, terlihat berdiri beriringan sambil bergandengan tangan. Lantas, benarkah delapan partai sepakat menangkan Anies pada 2024 sehingga membuat Megawati panik ? Tangkapan layar narasi hoaks yang menyatakan Megawati panik delapan partai menangkan Anies pada 2024 (YouTube) Penjelasan: Foto delapan pejabat partai dalam unggahan video di YouTube itu tidak berhubungan dengan pemberian dukungan bagi bacalon presiden Anies Baswedan pada pesta demokrasi lima tahunan. Dokumentasi tersebut aslinya merupakan kejadian di Hotel Dharmawangsa, Jakarta Selatan, pada 8 Januari 2023, yang mana para pimpinan partai itu sebenarnya menggelar pertemuan kesepakatan untuk menolak pemilu proporsional tertutup di Pemilu 2024. Gambar perkumpulan partai itu juga dapat dilihat di berita ANTARA berikut. Tidak ada pula narasi yang membenarkan bahwa Ketua Umum PDIP Megawati menjadi panik dengan adanya perkumpulan partai tersebut. Sementara itu, hingga 23 Agustus, sudah ada tiga partai yang mendeklarasikan dukungan kepada Anies Baswedan pada Pemilu 2024, yakni PKS, NasDem, dan Partai Demokrat. Belum ada penambahan atau pengurangan dukungan partai terhadap mantan Gubernur DKI Jakarta itu hingga pekan keempat Agustus 2023. Sehingga, narasi Megawati panik karena delapan partai menangkan Anies pada 2024 adalah klaim menyesatkan. Klaim: Megawati panik delapan partai menangkan Anies pada 2024 Rating: Hoaks"
Jokowi Merencanakan Kecurangan Pemilu 2024 dengan Menginstruksikan Aparat Desa Memenangkan Salah Satu Capres,"Beredar sebuah pesan berantai WhatsApp yang mengeklaim sejumlah perangkat desa berangkat ke Jakarta untuk menemui Presiden Joko Widodo terkait Pemilu 2024. Pesan tersebut berupa video perangkat desa dengan pakaian dinas Aparatur Sipil Negara (ASN) berjalan masuk ke dalam bus. Faktanya, video tersebut adalah tidak benar. Dilansir dari surabaya.tribunnews.com, sebanyak 697 perangkat desa yang bergabung dalam Persatuan Perangkat Desa Indonesia (PPDI) berangkat pada hari Selasa, 24 Januari 2023 untuk menghadiri acara Silaturahmi Nasional (Silatnas) di Jakarta. Pemberangkatan ratusan perangkat desa tersebut dilakukan oleh Bupati Tulungagung Maryoto Birowo dari Gelanggang Olahraga (GOR) Desa Lembupeteng, Kabupaten Tulungagung."
Menteri Sri Mulyani Buka Kartu Presiden Joko Widodo,"Beredar unggahan video di media sosial X/Twitter yang berisi potongan video dari Menteri Keuangan (Menkeu) Sri Mulyani disertai narasi yang berbunyi ""Mentri kabinet @jokowi buka kartu atasannya ... !"".Faktanya, klaim Menkeu Sri Mulyani buka kartu Presiden Joko Widodo (Jokowi) adalah tidak benar. Dilansir dari turnbackhoax.id, video tersebut bukan membahas tentang Presiden Jokowi, akan tetapi yang dibicarakan Sri Mulyani dalam video yang dibagikan adalah tentang penelusuran aset-aset negara yang hilang di era mantan Presiden Soeharto."
